Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Glenmore Residential Home,Care Home Service,Adults Without Nursing,Glenmore Residential Home,188-190,Newport,NP20 4HB,Newport,01633258601,glenmore@hotmail.co.uk,22,BABITA DANHAWOOR,1,,1,Babita Danhawoor,,English,,SIN-00010624-CMSJ,51.582994,-3.006297
Homelands,Care Home Service,Adults Without Nursing,Homelands,"Penyworlod Road,",Newport,NP26 3AJ,Newport,07974 010542,helen.leigh@iriscaregroup.co.uk,5,Ocean Community Services Limited,17,05412018,1,Naima Khalid,,English,2018-08-07,SIN-00015324-QPGY,51.620286,-2.846352
Llanthewy House,Care Home Service,Adults Without Nursing,47 Llanthewy Road,,Newport,NP20 4JZ,Newport,01633660425,,7,llanthewy care services ltd,1,04667649,1,Sharon James,,English,2019-01-16,SIN-00009991-BMSS,51.583999,-3.008672
Mayfield Care Home,Care Home Service,Adults Without Nursing,Mayfield Residential Home,41 Llanthewy Road,Newport,NP20 4JZ,Newport,01633215050,maxine@pellserve.com,20,The fields nursing home ltd,2,02102874,1,Maxine Pell,,English,2018-08-08,SIN-00009192-DXKY,51.583999,-3.008672
Millheath Nursing Home,Care Home Service,Adults With Nursing,Mill Heath Nursing Home,Parret Road,Newport,NP20 7DQ,Newport,01633820964,millheath@summerhillgroup.co.uk,40,FC Mill Heath LTD,1,04660589,1,Mark Peniuk,,English,2018-11-08,SIN-00009653-KFYL,51.611399,-3.018869
Plas Newydd,Care Home Service,Adults Without Nursing,Plas Newydd,Mill Street,Newport,NP18 1BH,Newport,01633430179,wales.services@nas.org.uk,3,National Autistic Society,9,01205298,1,Danielle Wilson,,English,2019-06-12,SIN-00009853-LSQL,51.612922,-2.954215
Rogerstone House,Care Home Service,Adults Without Nursing,73 Risca Road,Rogerstone,Newport,NP10 9GD,Newport,01633614365,Bobbie.poole@achievetogether.co.uk,6,Achieve together Ltd,17,03153442,6,Rachael Hawkins,,English,2019-01-17,SIN-00012444-XFHS,51.598839,-3.070289
Summerhill,Care Home Service,Adults Without Nursing,34 Summerhill Avenue,,Newport,NP19 8FP,Newport,01633 988825,Rebecca.harding@accomplish-group.co.uk,12,Accomplish group ltd,45,02147328,1,Rebecca Harding,,English,2018-07-25,SIN-00015557-NSJG,51.5935,-2.978219
The Oaks Residential Home,Care Home Service,Adults Without Nursing,The Oaks Residential Home,Great Oak,Newport,NP10 9FX,Newport,01633893665,manager@theoaksresidentialhome.com,30,Brooks Healthcare (Newport) Limited,1,05828298,1,Stephen Lyons,,English,2019-03-15,SIN-00009276-XNQS,51.596589,-3.056608
Apley Lodge Residential Home,Care Home Service,Adults Without Nursing,Apley Lodge Residential Home,1-3,Pembroke Dock,SA72 6HJ,Pembrokeshire,01646682926,areamanager.apleylodge@gmail.com,24,Safe Haven Care Ltd,1,04415244,1,Scott Morris,,English,2019-03-01,SIN-00009925-WCNL,51.693364,-4.937799
Belmont Court,Care Home Service,Adults With Nursing,Belmont Court,Heywood Lane,Tenby,SA70 8BN,Pembrokeshire,01834 842770,belmontcourt@hotmail.co.uk,29,RCH(wales) Ltd,1,07351412,1,Robert Hunt,,English,2019-07-23,SIN-00011201-NMDM,51.674675,-4.715061
Bush House Pembroke Limited,Care Home Service,Adults Without Nursing,Bush House Care Home,Pembroke Road,Pembroke,SA71 4RJ,Pembrokeshire,01646621612,robinappa@hotmail.com,36,BUSH HOUSE PEMBROKE LIMITED,1,06566115,1,Lucky Appathurai,,English,2024-08-02,SIN-00015001-HBLK,51.683749,-4.925891
C & C (Pembs) Ltd,Care Home Service,Adults Without Nursing,57 St. Issells Avenue,,Haverfordwest,SA61 1JX,Pembrokeshire,07796127186,,2,C & C (Pembs) Ltd,1,10911033,1,James Donald,,English,2019-05-03,SIN-00010667-HRNP,51.789809,-4.971621
Caldey Grange Care Home,Care Home Service,Adults Without Nursing,Caldey Grange,Templebar Road,Kilgetty,SA68 0RA,Pembrokeshire,01834813819,enquiries@caldeygrangecare.co.uk,18,Caldey Grange Care Ltd,1,05285929,1,Darren Umanee,,English,2018-09-11,SIN-00009091-WCQW,51.722054,-4.730961
Canterbury House Residential Home Limited,Care Home Service,Adults Without Nursing,Canterbury House Residential Home,103 Priory Road,Milford Haven,SA73 2EA,Pembrokeshire,01646693465,janegojane@aol.com,13,Canterbury House Residential Home Limited,1,06230670,1,Jane Lawrence-George,,English,2019-03-22,SIN-00009791-QCNL,51.716914,-5.034228
Cartref Cleddau,Care Home Service,Adults With Nursing,Care Home,Fort Road,Pembroke Dock,SA72 6SX,Pembrokeshire,01646621105,catrefcleddau.manager@shaw.co.uk,24,Shaw healthcare (Cambria) Limited,20,06281153,7,Liam Scanlon,,,2019-04-01,SIN-00014505-XJXY,51.693001,-4.955128
Cenarth Care Home,Care Home Service,Adults Without Nursing,Cenarth,Pembroke Ferry,Pembroke Dock,SA72 6UD,Pembrokeshire,0+441646 681246,,4,Ann  Smith,1,,1,Ann Smith,,English,,SIN-00009713-CFDF,51.70392,-4.93252
Chapel Hill Farmhouse,Care Home Service,Adults Without Nursing,Chapel Hill,,Pembroke,SA71 5HY,Pembrokeshire,01646 661284,shangrilacareservices@yahoo.co.uk,6,Shangri-La Chapel Hill Ltd,3,09325120,2,Susan Hanger,,English,2018-08-08,SIN-00008789-CRSX,51.644849,-4.953571
Clayford,Care Home Service,Adults Without Nursing,Clayford Farm,,Haverfordwest,SA62 4BD,Pembrokeshire,01437751273,admin@carninglitrust.org,5,CARNINGLI TRUST (THE),4,01953474,4,Kerry May,,English,2018-07-06,SIN-00008984-TMGG,51.808589,-4.895233
Hafan,Care Home Service,Adults Without Nursing,17 Langford Road,Johnston,Haverfordwest,SA62 3PS,Pembrokeshire,01437 723343,info@silverspringssupport.co.uk,4,Silver Springs Support Ltd,3,08765256,3,Andreas Reemers,,,2018-07-11,SIN-00008788-NKDY,51.755511,-4.993426
Harvest Care Home,Care Home Service,Adults Without Nursing,Tiers Cross,,Haverfordwest,SA62 3SB,Pembrokeshire,01437765368,Wwcare2005@aol.com,15,West Wales Care Ltd.,1,05469828,1,Jayne Anderson,,English,2019-05-23,SIN-00009259-GRRM,51.767495,-5.043679
Havenhurst Home,Care Home Service,Adults Without Nursing,Havenhurst,Sandhurst Road,Milford Haven,SA73 3JU,Pembrokeshire,01646692118,havenhursthome@pembrokeshire.gov.uk,22,Pembrokeshire County Council Adults and Children's Services,5,,4,David Gareth Tucker,,English,2018-09-19,SIN-00009266-QFHY,51.711072,-5.029493
Heddfan,Care Home Service,Adults Without Nursing,Heddfan,,Whitland,SA34 0NN,Pembrokeshire,01834831411,admin@carninglitrust.org,5,CARNINGLI TRUST (THE),4,01953474,2,Kerry May,,English,2018-07-06,SIN-00008982-CHPH,51.783656,-4.647433
Highgrove Residential Home,Care Home Service,Adults Without Nursing,Highgrove,Hawthorn Rise,Haverfordwest,SA61 2BA,Pembrokeshire,07976536926,Highgrove.residential@yahoo.com,30,Highgrove Residential Care Ltd,1,05631925,1,Michele Lewendon,,English,2019-05-29,SIN-00011130-TSBN,51.8002,-4.991366
Hillside Home,Care Home Service,Adults Without Nursing,Hillside Home,Troed Y Rhiw,Goodwick,SA64 0AU,Pembrokeshire,01348873888,hillsidehome@pembrokeshire.gov.uk,22,Pembrokeshire County Council Adults and Children's Services,5,,3,David Gareth Tucker,,English,2018-09-19,SIN-00009265-BHFS,51.994576,-5.002315
Langton Hall Care Home,Care Home Service,Adults Without Nursing,Langton Hall Residential Home,Dwrbach,Fishguard,SA65 9RH,Pembrokeshire,01348873238,kellie@sunsetwest.co.uk,24,Mavalon Care Ltd,1,04216011,1,Susan Mason,,English,2019-04-11,SIN-00010062-RPQC,51.967091,-4.993153
Maes Y Coed,Care Home Service,Adults Without Nursing,Bangeston Hall,,Pembroke Dock,SA72 4RX,Pembrokeshire,02920029922,enquiries@orbis-group.co.uk,5,Pembrokeshire Resource Centre LTD,6,04701044,1,Lyndsey Price,,English,2018-11-29,SIN-00014049-HMBH,51.690624,-4.908015
Martello House,Care Home Service,Adults Without Nursing,Martello House,Fort Road,Pembroke Dock,SA72 6SX,Pembrokeshire,01646 624600,martellohousereablement@pembrokeshire.gov.uk,8,Pembrokeshire County Council Adults and Children's Services,5,,1,David Gareth Tucker,,English,2018-09-19,SIN-00013235-XMVV,51.693001,-4.955128
Milford House,Care Home Service,Adults Without Nursing,Milford House Centre,Dartmouth Street,Milford Haven,SA73 2AH,Pembrokeshire,01646698197,milford.house@pembrokeshire.gov.uk,8,Pembrokeshire County Council Adults and Children's Services,5,,5,David Gareth Tucker,,English,2018-09-19,SIN-00009267-DGSL,51.713787,-5.038261
Montrose Residential Home,Care Home Service,Adults Without Nursing,Montrose Rest Home,35a,Haverfordwest,SA61 1PE,Pembrokeshire,01437 764395,montrose35a@hotmail.co.uk,10,Sarah Wilkie,1,,1,Sarah Wilkie,,English,,SIN-00008712-DYDW,51.797059,-4.974796
Parc y Llyn Nursing Home,Care Home Service,Adults With Nursing,Parc Y Llyn Nursing Home,Ambleston,Haverfordwest,SA62 5DH,Pembrokeshire,01437741667,enquiries@parcyllyn.org.uk,50,Van Dyk Healthcare (Dragon) Ltd,2,05863734,2,David Van Dyk,,English,2019-05-10,SIN-00009642-WDJJ,51.902879,-4.930809
Pembroke Haven,Care Home Service,Adults Without Nursing,Pembroke Haven Residential Home,Essex Road,Pembroke Dock,SA72 6ED,Pembrokeshire,01646621267,sue@sunsetwest.co.uk,33,Pembroke Haven (Residential Homes) Ltd,1,04339255,1,Susan Mason,,English,2018-08-09,SIN-00008995-CYHC,51.699871,-4.934747
Pips Lodge,Care Home Service,Adults Without Nursing,Pips Lodge,George Street,Milford Haven,SA73 2AY,Pembrokeshire,01646694027,info@silverspringssupport.co.uk,5,Silver Springs Support Ltd,3,08765256,1,Andreas Reemers,,,2018-07-11,SIN-00008594-MLMG,51.716717,-5.035214
Rickeston Mill Care Home,Care Home Service,Adults With Nursing,Rickeston Mill Nursing Home,Rickeston Bridge,Haverfordwest,SA62 3DJ,Pembrokeshire,01646695142,enquiries@sricares.co.uk,28,Rickeston Care Home ltd,1,05351246,1,Surya Gurappadi,,,2019-03-28,SIN-00008578-RQCY,51.739869,-5.084197
Rostley Care Home,Care Home Service,Adults Without Nursing,29 Castle Pill Crescent,Steynton,Milford Haven,SA73 1HD,Pembrokeshire,01646698260,Rostleycarehome@outlook.com,14,Celtic Residential Care Ltd.,1,06118314,1,Jayne Anderson,,English,2018-11-15,SIN-00009364-NCDH,51.728281,-5.01577
Sundale,Care Home Service,Adults Without Nursing,Sundale,India Row,Pembroke,SA71 4JH,Pembrokeshire,01646661284,shangrilacareservices@yahoo.co.uk,2,Shangri-La Chapel Hill Ltd,3,09325120,1,Susan Hanger,,English,2018-08-08,SIN-00011609-TRPQ,51.674353,-4.935166
Sunnybank Care Home,Care Home Service,Adults Without Nursing,Sunny Bank,,Newport,SA42 0XD,Pembrokeshire,01348811369,sunnybankcarehome@gmail.com,5,Brynhaulog Limited,1,05099653,1,Rhidian Havard,,English,2019-02-18,SIN-00009677-LNXB,52.010786,-4.902487
The Baytrees,Care Home Service,Adults Without Nursing,Baytrees,,Kilgetty,SA68 0RN,Pembrokeshire,01834811024,jayne.saunders.rookery@gmail.com,5,Bramble Bay Ltd,3,05778467,3,Amanda Hill,,English,2018-08-10,SIN-00008870-QBMW,51.719931,-4.754088
The Brambles,Care Home Service,Adults Without Nursing,The Brambles,,Kilgetty,SA68 0RY,Pembrokeshire,01834811024,jayne.saunders.rookery@gmail.com,8,Bramble Bay Ltd,3,05778467,1,Amanda Hill,,English,2018-08-10,SIN-00008868-YDJB,51.723146,-4.749287
Torestin Care Home,Care Home Service,Adults Without Nursing,Torestin Home,Tiers Cross,Haverfordwest,SA62 3DB,Pembrokeshire,01437891373,Angela@sunsetwest.co.uk,44,Cherrywood Care Ltd,1,10174135,1,Susan Mason,,English,2019-01-25,SIN-00010116-TTHY,51.754864,-5.035453
Tyn Y Coed Residential Home,Care Home Service,Adults Without Nursing,Big House,Front Street,Milford Haven,SA73 1JT,Pembrokeshire,01646602514,debbiehanney@tyccare.co.uk,9,Tyn Y Coed Care Limited,2,08990077,1,Debbie Hanney,,English,2018-12-17,SIN-00009261-XLLP,51.737328,-4.965278
Woodfield Care Home (Nursing),Care Home Service,Adults With Nursing,Woodfield,,Narberth,SA67 8EH,Pembrokeshire,01834861301,SueBS@sunsetwest.co.uk,24,Woodhill Care Ltd,2,06462181,1,Susan Mason,,English,2019-01-25,SIN-00010058-VPKB,51.802087,-4.756395
Woodland Lodge Care Home,Care Home Service,Adults Without Nursing,Woodland Lodge,,Tenby,SA70 8RA,Pembrokeshire,01834843440,sue.marchant@sunsetwest.co.uk,19,Woodhill Care Ltd,2,06462181,2,Susan Mason,,English,2019-01-25,SIN-00010059-RHBF,51.678045,-4.736876
Brookside Care Home,Care Home Service,Adults With Nursing,Brookside,,Brecon,LD3 7UA,Powys,01874658393,spectrumhealthcare@rocketmail.com,31,BROOKSIDE CARE HOME Limited,1,04746970,1,Darren Pomphrey,,English,2019-02-12,SIN-00010121-CJNH,51.939973,-3.261254
Brynawel,Care Home Service,Adults Without Nursing,13 Cradoc Road,,Brecon,LD3 9LH,Powys,01214576860,bethan.morgan@accomplish-group.co.uk,7,Accomplish group ltd,45,02147328,5,Samuel Wilkins,,English,2018-07-25,SIN-00014236-JQPX,51.952334,-3.399885
Bryngwy,Care Home Service,Adults Without Nursing,Bryngwy,,Rhayader,LD6 5BN,Powys,01597811125,jolene@bryngwy.co.uk,24,Boswell Healthcare Ltd,1,05819426,1,,,English,2019-01-10,SIN-00009299-XJWH,52.299561,-3.507147
Morgannwg House,Care Home Service,Adults With Nursing,Morgannwg House Care Home,2 Glamorgan Street,Brecon,LD3 7DW,Powys,01874 610018,admin@hapuscaregroup.com,20,Hapus Care Group Ltd,1,15776492,1,Thanabalasingam Shankar,,English,2025-06-13,SIN-00015161-TKJG,51.946375,-3.390562
Rhosllyn Residential Home,Care Home Service,Adults Without Nursing,Rhosllyn,,Montgomery,SY15 6JY,Powys,01686630639,rhosllyn2018@gmail.com,9,Blue Ocean Bidco 2 Ltd,1,11546974,1,Catherine Mellin,,English,2019-08-20,SIN-00010923-WVNT,52.561761,-3.216696
Ty Mawr Care Home,Care Home Service,Adults With Nursing,Ty Mawr Nursing Home,Caehopkin Abercrave,Swansea,SA9 1TP,Powys,01639730687,Tmcarehome35@hotmail.com,54,Mawr Care Ltd,1,16217189,1,Nisha Done,,English,2025-06-30,SIN-00015537-VSKG,51.797499,-3.70675
Wilbury House Limited,Care Home Service,Adults Without Nursing,Wilberry House,Stanner,Kington,HR5 3NP,Powys,01544239074,wilburyhouseltd@outlook.com,3,Wilbury House Limited,1,05362099,1,Nina Cadwallader,,English,2018-12-17,SIN-00009833-NTCC,52.218349,-3.084033
Beech Cottage,Care Home Service,Adults Without Nursing,1-4 Beech Terrace,Abercwmboi,Aberdare,CF44 6AW,Rhondda Cynon Taf,01443479907,jill.bow@rctcbc.gov.uk,4,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,14,Caroline Bow,,English,2018-09-06,SIN-00009615-BJND,51.689482,-3.414794
Clwyd Wen,Care Home Service,Adults Without Nursing,Clwyd Wen,,Pontyclun,CF72 8JQ,Rhondda Cynon Taf,01443238592,jill.bow@rctcbc.gov.uk,4,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,13,Caroline Bow,,English,2018-09-06,SIN-00009614-CSWF,51.519163,-3.375392
Clydach Court,Care Home Service,Adults Without Nursing,Clydach Court,Brithweunydd Road,Tonypandy,CF40 2UD,Rhondda Cynon Taf,01443 433283,Jill.Bow@rctcbc.gov.uk,35,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,6,Caroline Bow,,English,2018-09-06,SIN-00009605-STNX,51.619161,-3.440902
Daffodil House,Care Home Service,Adults Without Nursing,Church Road,Tonteg,Pontypridd,CF38 1EW,Rhondda Cynon Taf,01443 205419,rosavan@priorygroup.com,9,PARKCARE HOMES (NO.2) LIMITED,9,04000281,1,Kevin Mort,,English,2019-05-29,SIN-00015534-SPLM,51.572565,-3.323252
Duffryn House,Care Home Service,Adults Without Nursing,Duffryn House,Duffryn Road,Aberdare,CF44 0BH,Rhondda Cynon Taf,01685647048,Sgriffiths@prospersupport.co.uk,4,PROSPER CARE & SUPPORT LIMITED,5,12589173,1,Stuart Griffiths,,English,2021-11-22,SIN-00012798-HXWR,51.699393,-3.410168
Fairfield House Care Home,Care Home Service,Adults Without Nursing,Fairfield House Care Home,66 Brithweunydd Road,Tonypandy,CF40 2UD,Rhondda Cynon Taf,01443520336,manager@fairfieldhousecarehome.co.uk,19,Fairfield House Care Home Limited,1,10684409,1,Arif Rahman,,English,2020-04-21,SIN-00010872-FWND,51.619161,-3.440902
Fairview House,Care Home Service,Adults Without Nursing,99 Brithweunydd Road,,Tonypandy,CF40 2UF,Rhondda Cynon Taf,01443 421813,info.Fairviewhouse@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,6,Kate Townsley,,English,2025-02-04,SIN-00014769-HQSG,51.619259,-3.436571
Fern Bungalow Care Home,Care Home Service,Adults Without Nursing,Fern Bungalow,The Avenue,Ferndale,CF43 3LN,Rhondda Cynon Taf,01685 658486,sgriffiths@prospersupport.co.uk,4,PROSPER CARE & SUPPORT LIMITED,5,12589173,2,Stuart Griffiths,,English,2021-11-22,SIN-00013159-HWLL,51.634,-3.428902
Ferndale House,Care Home Service,Adults Without Nursing,Ferndale House Resource Centre,Station Road,Ferndale,CF43 4ND,Rhondda Cynon Taf,01443 730614,Martine.Rees@rctcbc.gov.uk,26,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,7,Caroline Bow,,English,2018-09-06,SIN-00009607-VDJD,51.662337,-3.447057
Maes Y Rhydidd,Care Home Service,Adults Without Nursing,Maes Y Rhyddid,Hafod Lane,Pontypridd,CF37 2PF,Rhondda Cynon Taf,01443 405048,info.Maesyrhyddid@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,7,Kate Townsley,,English,2025-02-04,SIN-00014770-HHSY,51.60905,-3.363607
No 1 Belle Vue,Care Home Service,Adults Without Nursing,1 Belle Vue Terrace,,Pontypridd,CF37 1TQ,Rhondda Cynon Taf,01443574293,Jill.Bow@rctcbc.gov.uk,4,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,19,Caroline Bow,,English,2018-09-06,SIN-00010853-JFPK,51.592036,-3.326042
Parc Newydd,Care Home Service,Adults Without Nursing,Parc Newydd Home For The Elderly,Green Park Talbot Green,Pontyclun,CF72 8RB,Rhondda Cynon Taf,01443237848,Jill.Bow@rctcbc.gov.uk,36,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,8,Caroline Bow,,English,2018-09-06,SIN-00009609-DTPL,51.535107,-3.380732
Pentre House,Care Home Service,Adults Without Nursing,Pentre House,Pentre Road,Pentre,CF41 7DJ,Rhondda Cynon Taf,01443441929,victoria.taylor@rctcbc.gov.uk,29,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,9,Caroline Bow,,English,2018-09-06,SIN-00009610-YGMT,51.65485,-3.489942
Swn Y Nant,Care Home Service,Adults Without Nursing,Windy Ridge,Pleasant View,Pontypridd,CF37 3PF,Rhondda Cynon Taf,01443 803772,info.Swnynant@swantoncare.com,6,SWANTON CARE & COMMUNITY LIMITED,24,05789785,19,Kate Townsley,,English,2025-02-04,SIN-00014782-BFCN,51.651656,-3.373647
Tegfan Resource Centre,Care Home Service,Adults Without Nursing,Tegfan Resource Centre,Llewelyn Street,Aberdare,CF44 8HU,Rhondda Cynon Taf,01685878485,Jill.Bow@rctcbc.gov.uk,46,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,10,Caroline Bow,,English,2018-09-06,SIN-00009611-BRLP,51.72323,-3.463044
The Laurels Residential Care Ltd,Care Home Service,Adults Without Nursing,The Laurels Care Home,23 Meirion Street,Aberdare,CF44 8NH,Rhondda Cynon Taf,01685871218,care@thelaurelsaberdare.co.uk,22,THE LAURELS RESIDENTIAL CARE LTD,1,14279573,1,Sivareeshan Sripalan,,English,2023-10-10,SIN-00013999-HGLL,51.720897,-3.454659
Towyn Way,Care Home Service,Adults Without Nursing,21 Towyn Way,Tonteg,Pontypridd,CF38 1NB,Rhondda Cynon Taf,01443 218725,info.Towynway@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,1,Kate Townsley,,English,2025-02-04,SIN-00014764-DHKP,51.572234,-3.312636
Troed Y Rhiw,Care Home Service,Adults Without Nursing,Troed-y-rhiw House,Troed-y-rhiw Road,Mountain Ash,CF45 4LD,Rhondda Cynon Taf,01443473520,jill.bow@rctcbc.gov.uk,24,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,11,Caroline Bow,,English,2018-09-06,SIN-00009612-SDQD,51.684326,-3.374969
Ty Ddraig,Care Home Service,Adults Without Nursing,Ty Ddraig,Rhigos Road Hirwaun,Aberdare,CF44 9PS,Rhondda Cynon Taf,01792 885126,referrals@manddcare.co.uk,16,M&D Care Operations Ltd,17,13974689,17,Michelle Martin,,,2023-09-19,SIN-00016257-SRLN,51.738852,-3.518064
Ty Enfys,Care Home Service,Adults Without Nursing,El Shaddai,Parc Hall,Treorchy,CF42 6LD,Rhondda Cynon Taf,01443306008,enquiries@orbis-group.co.uk,5,Orbis Education and Care Limited,8,05521347,3,Olubunmi Fabusuyi,,English,2018-07-24,SIN-00015615-GSXD,51.651856,-3.522166
Ty Pentwyn Care Home,Care Home Service,Adults With Nursing,Ty Pentwyn Nursing Home,Pentwyn Road,Treorchy,CF42 6HD,Rhondda Cynon Taf,01443778010,managertypentwyn@outlook.com,35,Quality Care (Surrey) Ltd,1,04916692,1,Sinnathamby Selvakumaran,,English,2018-08-22,SIN-00008900-KVJS,51.653585,-3.50028
Ty Ross Care Home,Care Home Service,Adults Without Nursing,Ty Ross Nursing Home,Ninian Street,Treorchy,CF42 5RD,Rhondda Cynon Taf,01443778305,tyrosscarehome@yahoo.co.uk,38,Forest Gate Healthcare Ltd,3,05921531,1,Ian Hutchinson,,English,2019-05-13,SIN-00010107-KYVD,51.674011,-3.53124
Tyn Y Wern,Care Home Service,Adults Without Nursing,Tyn Y Wern,,Pontypridd,CF37 3LY,Rhondda Cynon Taf,01443 799005,info.Tynywern@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,8,Kate Townsley,,English,2025-02-04,SIN-00014771-NRBF,51.641876,-3.355561
Ystrad Fechan,Care Home Service,Adults Without Nursing,Station Road,,Treorchy,CF42 6HN,Rhondda Cynon Taf,01443776007,Jill.Bow@rctcbc.gov.uk,3,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,15,Caroline Bow,,English,2018-09-06,SIN-00009617-SKJQ,51.655513,-3.507688
Ael-y-Bryn,Care Home Service,Adults Without Nursing,Ael Y Bryn,160 Llanllienwen Road Cwmrhydyceirw,Swansea,SA6 6LT,Swansea,01792773877,admin@ael-y-bryn.com,30,Ael-y-Bryn Ltd,1,09692983,1,Joanne Nolan,,English,2018-10-25,SIN-00009209-FGXQ,51.677743,-3.926472
Fairleigh House,Care Home Service,Adults Without Nursing,Fairleigh House,25-27,Swansea,SA2 0EU,Swansea,01792204169,info.manorleigh@gmail.com,20,Spring Meadows Care Limited,1,05368973,1,Mani Neelamegan,,English,2022-05-27,SIN-00012806-KWDQ,51.618222,-3.96873
James House,Care Home Service,Adults Without Nursing,Heathcliffe Social Club,93 Heathfield,Swansea,SA1 6EL,Swansea,07762193355,jay.bailey@arc-care.co.uk,11,Abertawe Residential Care Ltd,3,12377841,3,Jake Bailey,,English,2020-11-24,SIN-00016141-KPLW,51.621763,-3.952154
Llys Gwyn House Limited,Care Home Service,Adults Without Nursing,Llysgwyn House Residential Home,21 Caecerrig Road Pontarddulais,Swansea,SA4 8PE,Swansea,01792882353,llysgwyn1@btconnect.com,34,Llysgwyn House Limited,1,08657246,1,Stuart Samuel,,English,2018-08-21,SIN-00009414-DNBW,51.715913,-4.032299
London House,Care Home Service,Adults Without Nursing,Aston Care Ltd,1-2 Cadle Mill Cottages,Swansea,SA5 4PA,Swansea,01792580566,londonhouse@astoncarehomes.co.uk,19,Aston Care Ltd,3,05742729,3,Martin Clayton,,,2018-11-06,SIN-00009408-WBLV,51.656583,-3.991168
Lyndell House Limited,Care Home Service,Adults With Nursing,Lyndell House Private Nursing Home,38-40,Swansea,SA1 4QL,Swansea,01792472131,leonsingh@lyndellhouse.com,23,LYNDELL HOUSE LIMITED,1,05039819,1,Leon Singh,,English,2019-05-09,SIN-00009425-KVPD,51.61692,-3.96486
Maesglas Community Support Unit,Care Home Service,Adults Without Nursing,Maesglas Road,Gendros,Swansea,SA5 8BH,Swansea,01792586173,angela.coleman@swansea.gov.uk,10,City and County of Swansea Adults and Children's Services,8,,9,Jacqueline Whiteman,,English,2018-08-09,SIN-00009597-XSHG,51.639875,-3.960693
Ocean Living Residential Care Home,Care Home Service,Adults Without Nursing,Ocean Living,734 Mumbles Road Mumbles,Swansea,SA3 4EL,Swansea,01792367766,teri.hawthorncourt@mychoicehealthcare.co.uk,15,Hawthorn Court Care Ltd,2,04328035,2,Bethan Evans,,English,2018-11-20,SIN-00009502-QWDH,51.57135,-3.987513
Pen y Bryn Care Home,Care Home Service,Adults With Nursing,Pen-y-bryn Care Home,26 Sketty Park Road,Swansea,SA2 9AS,Swansea,01792207194,carecentres@yahoo.com,38,Care Centres Wales Ltd,1,03552482,1,Shanavas Rahim,,English,2018-09-19,SIN-00009587-HMXC,51.616991,-3.990518
Penrhiw Lodge,Care Home Service,Adults Without Nursing,14 Penrhiw Road,Morriston,Swansea,SA6 6BS,Swansea,02920 001804,info@meithrinsocialcare.co.uk,2,MEITHRIN SOCIAL CARE LIMITED,1,15704348,1,Davis Antoine,,English,2025-06-05,SIN-00015437-DVMJ,51.671081,-3.939479
Riverside House,Care Home Service,Adults Without Nursing,357 Clydach Road,Morriston,Swansea,SA6 6QJ,Swansea,07718823747,info@horizonsupportservices.co.uk,3,Horizon Support Services Ltd,1,07071933,1,,,English,2019-01-25,SIN-00009955-BNTX,51.675161,-3.917163
Sketty House Care Home,Care Home Service,Adults Without Nursing,St. Camillus Care Homes,244 Gower Road Sketty,Swansea,SA2 9JL,Swansea,01792290565,info@skettyhousecarehome.co.uk,35,St Camillus Limited,1,01877470,1,Neil  Reid-Chesworth,,English,2019-01-21,SIN-00010490-CCCV,51.619943,-3.999387
Swn-y-Gan,Care Home Service,Adults With Nursing,Swn Y Gan Nursing Home,Banc Bach Penclawdd,Swansea,SA4 3FN,Swansea,01792850123,kirsty@swn-y-gan.com,28,SWN-Y-GAN LTD,1,11510927,1,Karen Wells,,English,2019-04-04,SIN-00010828-BBSY,51.641302,-4.109262
The Beeches,Care Home Service,Adults Without Nursing,The Beeches,Western Road,Swansea,SA6 5DY,Swansea,01792 844132,lee.bates@carewithoutcompromise.org.uk,10,Care Without Compromise Limited,6,06511464,1,Lee Bates,,,2018-12-31,SIN-00015353-FMWV,51.692546,-3.903732
Ty Cila,Care Home Service,Adults Without Nursing,Ty-cila,Wimmerfield Avenue Killay,Swansea,SA2 7DA,Swansea,01792516360,tracy.rees@swansea.gov.uk,12,City and County of Swansea Adults and Children's Services,8,,4,Jacqueline Whiteman,,English,2018-08-09,SIN-00009589-PVWD,51.618804,-4.019705
