Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Cynefin Care Ltd,Domiciliary Support Service,,12 Fram Enterprise Centre,Parc Busnes Edwards,Pontyclun,CF72 8QZ,Rhondda Cynon Taf,03300436467,katie@cynefincare.co.uk,0,Cynefin Care Ltd,2,13758095,1,Katherine Jewell,,English,2022-03-28,SIN-00013021-HBDM,51.551402,-3.390586
Cynefin Care Ltd,Domiciliary Support Service,,12 Fram Enterprise Centre,Parc Busnes Edwards,Pontyclun,CF72 8QZ,Rhondda Cynon Taf,03300436467,info@cynefincare.co.uk,0,Cynefin Care Ltd,2,13758095,2,Katherine Jewell,,English,2022-03-28,SIN-00013044-RYMF,51.551402,-3.390586
D'Elevated Homecare and support services Limited,Domiciliary Support Service,,Office 13,Rombourne Business Centre,Taffs Well,CF15 7QR,Rhondda Cynon Taf,03335775534,daisy.brown@delevated.co.uk,0,D'Elevated Homecare and support services Limited,1,15805509,1,Daisy Brown Aleni,,English,2025-06-20,SIN-00015647-XSKT,51.544586,-3.265792
Daffodil House,Care Home Service,Adults Without Nursing,Church Road,Tonteg,Pontypridd,CF38 1EW,Rhondda Cynon Taf,01443 205419,rosavan@priorygroup.com,9,PARKCARE HOMES (NO.2) LIMITED,9,04000281,1,Kevin Mort,,English,2019-05-29,SIN-00015534-SPLM,51.572565,-3.323252
Destiny Care Solutions Ltd,Domiciliary Support Service,,Office 7,J R Business Centre,Pontypridd,CF37 5UR,Rhondda Cynon Taf,07956750139,rosemary@destinycaresolutions.co.uk,0,Destiny Care Solutions Ltd,1,12583393,1,Rosemary Mubaira,,English,2024-01-15,SIN-00014331-KQLK,51.568352,-3.284706
Duffryn House,Care Home Service,Adults Without Nursing,Duffryn House,Duffryn Road,Aberdare,CF44 0BH,Rhondda Cynon Taf,01685647048,Sgriffiths@prospersupport.co.uk,4,PROSPER CARE & SUPPORT LIMITED,5,12589173,1,Stuart Griffiths,,English,2021-11-22,SIN-00012798-HXWR,51.699393,-3.410168
Empathy Home Support,Domiciliary Support Service,,Connective Care Education Ltd,13-14 Centre Court,Pontypridd,CF37 5YR,Rhondda Cynon Taf,01443841783,,0,Empathy Home Support Ltd,6,11385874,3,Paul Rees,,English,2019-10-02,SIN-00011989-PTFL,51.564843,-3.282486
Empathy Home Support,Domiciliary Support Service,,Connective Care Education Ltd,13-14 Centre Court,Pontypridd,CF37 5YR,Rhondda Cynon Taf,01443843572,,0,Empathy Home Support Ltd,6,11385874,6,Paul Rees,,,2019-10-02,SIN-00011434-DVQL,51.564843,-3.282486
Empathy Home Support,Domiciliary Support Service,,Connective Care Education Ltd,13-14 Centre Court,Pontypridd,CF37 5YR,Rhondda Cynon Taf,01443843572,,0,Empathy Home Support Ltd,6,11385874,5,Paul Rees,,English,2019-10-02,SIN-00011244-TSSR,51.564843,-3.282486
Empathy Home Support,Domiciliary Support Service,,Connective Care Education Ltd,13-14 Centre Court,Pontypridd,CF37 5YR,Rhondda Cynon Taf,01443843572,,0,Empathy Home Support Ltd,6,11385874,4,Paul Rees,,English,2019-10-02,SIN-00011243-VRGT,51.564843,-3.282486
Empathy Home Support,Domiciliary Support Service,,Connective Care Education Ltd,13-14 Centre Court,Pontypridd,CF37 5YR,Rhondda Cynon Taf,01443841783,,0,Empathy Home Support Ltd,6,11385874,2,Paul Rees,,English,2019-10-02,SIN-00011988-TMLS,51.564843,-3.282486
Empathy Home Support,Domiciliary Support Service,,Connective Care Education Ltd,13-14 Centre Court,Pontypridd,CF37 5YR,Rhondda Cynon Taf,01443841783,,0,Empathy Home Support Ltd,6,11385874,1,Paul Rees,,English,2019-10-02,SIN-00011986-NFDJ,51.564843,-3.282486
Fairfield House Care Home,Care Home Service,Adults Without Nursing,Fairfield House Care Home,66 Brithweunydd Road,Tonypandy,CF40 2UD,Rhondda Cynon Taf,01443520336,manager@fairfieldhousecarehome.co.uk,19,Fairfield House Care Home Limited,1,10684409,1,Arif Rahman,,English,2020-04-21,SIN-00010872-FWND,51.619161,-3.440902
Fairview House,Care Home Service,Adults Without Nursing,99 Brithweunydd Road,,Tonypandy,CF40 2UF,Rhondda Cynon Taf,01443 421813,info.Fairviewhouse@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,6,Kate Townsley,,English,2025-02-04,SIN-00014769-HQSG,51.619259,-3.436571
Fern Bungalow Care Home,Care Home Service,Adults Without Nursing,Fern Bungalow,The Avenue,Ferndale,CF43 3LN,Rhondda Cynon Taf,01685 658486,sgriffiths@prospersupport.co.uk,4,PROSPER CARE & SUPPORT LIMITED,5,12589173,2,Stuart Griffiths,,English,2021-11-22,SIN-00013159-HWLL,51.634,-3.428902
Ferndale House,Care Home Service,Adults Without Nursing,Ferndale House Resource Centre,Station Road,Ferndale,CF43 4ND,Rhondda Cynon Taf,01443 730614,Martine.Rees@rctcbc.gov.uk,26,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,7,Caroline Bow,,English,2018-09-06,SIN-00009607-VDJD,51.662337,-3.447057
Harlequin Care R.C.T,Domiciliary Support Service,,35 Fram Enterprise Centre,Parc Busnes Edwards,Pontyclun,CF72 8QZ,Rhondda Cynon Taf,01443 709460,kevin@hhcbridgend.co.uk,0,Harlequin Care LTD,2,14330822,1,Kevin Evans,,English,2023-04-28,SIN-00013812-FFGN,51.551402,-3.390586
Harlequin Ceredigion,Domiciliary Support Service,,35 Fram Enterprise Centre,Parc Busnes Edwards,Pontyclun,CF72 8QZ,Rhondda Cynon Taf,01443 709460,kevin@curotraining.co.uk,0,Harlequin Care LTD,2,14330822,2,Kevin Evans,,,2023-04-28,SIN-00015637-QCWX,51.551402,-3.390586
Maes Y Rhydidd,Care Home Service,Adults Without Nursing,Maes Y Rhyddid,Hafod Lane,Pontypridd,CF37 2PF,Rhondda Cynon Taf,01443 405048,info.Maesyrhyddid@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,7,Kate Townsley,,English,2025-02-04,SIN-00014770-HHSY,51.60905,-3.363607
MPS Homecare - Cardiff & Vale,Domiciliary Support Service,,Network Recruitment Wales Ltd,Unit 1-2,Pontyclun,CF72 8XT,Rhondda Cynon Taf,01443230222,samantha.marriott@mps-healthcare.com,0,MPS HEALTHCARE LIMITED,6,09230696,1,Geraint Field,,English,2025-05-29,SIN-00015327-CHVX,51.54554,-3.388922
MPS Homecare - Cwm Taf Morgannwg,Domiciliary Support Service,,Network Recruitment Wales Ltd,Unit 1-2,Pontyclun,CF72 8XT,Rhondda Cynon Taf,01443 230 222,samantha.marriott@mps-healthcare.com,0,MPS HEALTHCARE LIMITED,6,09230696,3,Geraint Field,,English,2025-05-29,SIN-00015329-LYRH,51.54554,-3.388922
MPS Homecare - Gwent,Domiciliary Support Service,,Network Recruitment Wales Ltd,Unit 1-2,Pontyclun,CF72 8XT,Rhondda Cynon Taf,01443230222,samantha.marriott@mps-healthcare.com,0,MPS HEALTHCARE LIMITED,6,09230696,2,Geraint Field,,English,2025-05-29,SIN-00015328-YLCX,51.54554,-3.388922
MPS Homecare - Powys,Domiciliary Support Service,,M P S Healthcare Ltd,Unit 3,Pontyclun,CF72 8XT,Rhondda Cynon Taf,01443230222,samantha.marriott@mps-healthcare.com,0,MPS HEALTHCARE LIMITED,6,09230696,4,Geraint Field,,English,2025-05-29,SIN-00015330-BRCH,51.54554,-3.388922
MPS Homecare - West Glamorgan,Domiciliary Support Service,,M P S Healthcare Ltd,Unit 3,Pontyclun,CF72 8XT,Rhondda Cynon Taf,01443230222,samantha.marriott@mps-healthcare.com,0,MPS HEALTHCARE LIMITED,6,09230696,6,Geraint Field,,English,2025-05-29,SIN-00015332-SQKX,51.54554,-3.388922
MPS Homecare - West Wales,Domiciliary Support Service,,M P S Healthcare Ltd,Unit 3,Pontyclun,CF72 8XT,Rhondda Cynon Taf,01443230222,samantha.marriott@mps-healthcare.com,0,MPS HEALTHCARE LIMITED,6,09230696,5,Geraint Field,,,2025-05-29,SIN-00015331-TCWV,51.54554,-3.388922
No 1 Belle Vue,Care Home Service,Adults Without Nursing,1 Belle Vue Terrace,,Pontypridd,CF37 1TQ,Rhondda Cynon Taf,01443574293,Jill.Bow@rctcbc.gov.uk,4,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,19,Caroline Bow,,English,2018-09-06,SIN-00010853-JFPK,51.592036,-3.326042
Nutrix Homecare,Domiciliary Support Service,,Offices F7/F8,Venture House,Mountain Ash,CF45 4SN,Rhondda Cynon Taf,03305559430,referrals@nutrixhomecare.co.uk,0,Nutrix Personnel limited,2,11357496,2,Christopher Coyle,,English,2026-03-13,SIN-00015884-MGRZ,51.640566,-3.327804
Nutrix Homecare,Domiciliary Support Service,,Offices F7/F8,Venture House,Mountain Ash,CF45 4SN,Rhondda Cynon Taf,03305559430,referrals@nutrixhomecare.co.uk,0,Nutrix Personnel limited,2,11357496,1,Christopher Coyle,,English,2026-03-13,SIN-00015883-HSFZ,51.640566,-3.327804
Nytingdale Care Ltd,Domiciliary Support Service,,14 Maes Cantref,Llanilid,Pontyclun,CF72 4AD,Rhondda Cynon Taf,07541275101,kay@nytingdalecare.co.uk,0,Nytingdale Care Ltd,2,14033268,1,Kumbirai Seremwe,,English,2022-10-28,SIN-00013525-VFBH,51.53159,-3.469696
Nytingdale Care Ltd,Domiciliary Support Service,,14 Maes Cantref,Llanilid,Pontyclun,CF72 4AD,Rhondda Cynon Taf,07541275101,kay@nytingdalecare.co.uk,0,Nytingdale Care Ltd,2,14033268,2,,,English,2022-10-28,SIN-00013253-PMKD,51.53159,-3.469696
Parc Newydd,Care Home Service,Adults Without Nursing,Parc Newydd Home For The Elderly,Green Park Talbot Green,Pontyclun,CF72 8RB,Rhondda Cynon Taf,01443237848,Jill.Bow@rctcbc.gov.uk,36,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,8,Caroline Bow,,English,2018-09-06,SIN-00009609-DTPL,51.535107,-3.380732
Pentre House,Care Home Service,Adults Without Nursing,Pentre House,Pentre Road,Pentre,CF41 7DJ,Rhondda Cynon Taf,01443441929,victoria.taylor@rctcbc.gov.uk,29,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,9,Caroline Bow,,English,2018-09-06,SIN-00009610-YGMT,51.65485,-3.489942
Prosper Care Community Support,Domiciliary Support Service,,Prospect House,Canal Road,Aberdare,CF44 0AW,Rhondda Cynon Taf,01685658486,sgriffiths@prospersupport.co.uk,0,PROSPER CARE & SUPPORT LIMITED,5,12589173,5,Stuart Griffiths,,English,2021-11-22,SIN-00015713-DQSP,51.704407,-3.415664
Q Care Cwm Taf Morgannwg,Domiciliary Support Service,,C L Workspace,New Road,Mountain Ash,CF45 4FJ,Rhondda Cynon Taf,01685 701990,info@q-care.co.uk,0,Q Care Limited,5,02881343,1,Cheryl Cox,,English,2019-03-18,SIN-00012484-VJYJ,51.683345,-3.376602
"RCTCBC Support@Home (Rehabilitation, Mobile Responders and Extra Care)",Domiciliary Support Service,,Rhondda Cynon Taff County Borough Council,Ty Elai Unit B1,Tonypandy,CF40 1NY,Rhondda Cynon Taf,01443425442,singlepointofaccess@rctcbc.gov.uk,0,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,5,Mari Ropstad,,English,2018-09-06,SIN-00009602-RCJJ,51.601186,-3.435077
React - Domiciliary Care and Supported Living - Cwm Taf Morgannwg,Domiciliary Support Service,,The Colliers Office The Colliers Arms,Ynyscynon Road,Tonypandy,CF40 2LQ,Rhondda Cynon Taf,02920 758109,haydn.osborne@reactsupportservices.co.uk,0,React Support Services Ltd,8,06841337,2,Haydn Osborne,,English,2019-02-28,SIN-00013397-WGGV,51.626162,-3.452147
Swn Y Nant,Care Home Service,Adults Without Nursing,Windy Ridge,Pleasant View,Pontypridd,CF37 3PF,Rhondda Cynon Taf,01443 803772,info.Swnynant@swantoncare.com,6,SWANTON CARE & COMMUNITY LIMITED,24,05789785,19,Kate Townsley,,English,2025-02-04,SIN-00014782-BFCN,51.651656,-3.373647
Tegfan Resource Centre,Care Home Service,Adults Without Nursing,Tegfan Resource Centre,Llewelyn Street,Aberdare,CF44 8HU,Rhondda Cynon Taf,01685878485,Jill.Bow@rctcbc.gov.uk,46,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,10,Caroline Bow,,English,2018-09-06,SIN-00009611-BRLP,51.72323,-3.463044
The Laurels Residential Care Ltd,Care Home Service,Adults Without Nursing,The Laurels Care Home,23 Meirion Street,Aberdare,CF44 8NH,Rhondda Cynon Taf,01685871218,care@thelaurelsaberdare.co.uk,22,THE LAURELS RESIDENTIAL CARE LTD,1,14279573,1,Sivareeshan Sripalan,,English,2023-10-10,SIN-00013999-HGLL,51.720897,-3.454659
Towyn Way,Care Home Service,Adults Without Nursing,21 Towyn Way,Tonteg,Pontypridd,CF38 1NB,Rhondda Cynon Taf,01443 218725,info.Towynway@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,1,Kate Townsley,,English,2025-02-04,SIN-00014764-DHKP,51.572234,-3.312636
Troed Y Rhiw,Care Home Service,Adults Without Nursing,Troed-y-rhiw House,Troed-y-rhiw Road,Mountain Ash,CF45 4LD,Rhondda Cynon Taf,01443473520,jill.bow@rctcbc.gov.uk,24,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,11,Caroline Bow,,English,2018-09-06,SIN-00009612-SDQD,51.684326,-3.374969
Ty Ddraig,Care Home Service,Adults Without Nursing,Ty Ddraig,Rhigos Road Hirwaun,Aberdare,CF44 9PS,Rhondda Cynon Taf,01792 885126,referrals@manddcare.co.uk,16,M&D Care Operations Ltd,17,13974689,17,Michelle Martin,,,2023-09-19,SIN-00016257-SRLN,51.738852,-3.518064
Ty Enfys,Care Home Service,Adults Without Nursing,El Shaddai,Parc Hall,Treorchy,CF42 6LD,Rhondda Cynon Taf,01443306008,enquiries@orbis-group.co.uk,5,Orbis Education and Care Limited,8,05521347,3,Olubunmi Fabusuyi,,English,2018-07-24,SIN-00015615-GSXD,51.651856,-3.522166
Ty Pentwyn Care Home,Care Home Service,Adults With Nursing,Ty Pentwyn Nursing Home,Pentwyn Road,Treorchy,CF42 6HD,Rhondda Cynon Taf,01443778010,managertypentwyn@outlook.com,35,Quality Care (Surrey) Ltd,1,04916692,1,Sinnathamby Selvakumaran,,English,2018-08-22,SIN-00008900-KVJS,51.653585,-3.50028
Ty Ross Care Home,Care Home Service,Adults Without Nursing,Ty Ross Nursing Home,Ninian Street,Treorchy,CF42 5RD,Rhondda Cynon Taf,01443778305,tyrosscarehome@yahoo.co.uk,38,Forest Gate Healthcare Ltd,3,05921531,1,Ian Hutchinson,,English,2019-05-13,SIN-00010107-KYVD,51.674011,-3.53124
Tyn Y Wern,Care Home Service,Adults Without Nursing,Tyn Y Wern,,Pontypridd,CF37 3LY,Rhondda Cynon Taf,01443 799005,info.Tynywern@swantoncare.com,5,SWANTON CARE & COMMUNITY LIMITED,24,05789785,8,Kate Townsley,,English,2025-02-04,SIN-00014771-NRBF,51.641876,-3.355561
Ystrad Fechan,Care Home Service,Adults Without Nursing,Station Road,,Treorchy,CF42 6HN,Rhondda Cynon Taf,01443776007,Jill.Bow@rctcbc.gov.uk,3,Rhondda Cynon Taff County Borough Council Adults and Children's Services,11,,15,Caroline Bow,,English,2018-09-06,SIN-00009617-SKJQ,51.655513,-3.507688
Care First 24 Ltd (Cardiff and Vale),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,5,Lynn Wellings,,English,2025-08-18,SIN-00015626-YWMN,51.277222,0.110551
Care First 24 Ltd (Cwm Taf Morgannwg),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,6,Lynn Wellings,,English,2025-08-18,SIN-00015627-GRPM,51.277222,0.110551
Care First 24 Ltd (Gwent),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,3,Lynn Wellings,,English,2025-08-18,SIN-00015624-NYSH,51.277222,0.110551
Care First 24 Ltd (North Wales),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,4,Lynn Wellings,,English,2025-08-18,SIN-00015625-FSPK,51.277222,0.110551
Care First 24 Ltd (Powys),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,1,Lynn Wellings,,English,2025-08-18,SIN-00015622-LCHY,51.277222,0.110551
Care First 24 Ltd (West Glamorgan),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,2,Lynn Wellings,,English,2025-08-18,SIN-00015623-QHZG,51.277222,0.110551
Care First 24 Ltd (West Wales),Domiciliary Support Service,,7 The Old Yard,Rectory Lane,Westerham,TN16 1JP,Sevenoaks,01732790001,lynn@carefirst24.co.uk,0,Care First 24 Ltd,7,13829950,7,Lynn Wellings,,English,2025-08-18,SIN-00015628-YLZR,51.277222,0.110551
CLCA Company Ltd,Domiciliary Support Service,,The Granary,Condover Mews,Shrewsbury,SY5 7BG,Shropshire,01743460957,inquiry@clcagroup.co.uk,0,CLCA Company Ltd,1,08326310,1,Cherry Adams,,English,2021-03-02,SIN-00012288-HPYK,52.645902,-2.745496
Hapus Home Care Ltd,Domiciliary Support Service,,6 Belton Road,,Whitchurch,SY13 1JA,Shropshire,07775158577,hapushomecare@gmail.com,0,Hapus Home Care Ltd,1,15703301,1,,,English,2024-10-07,SIN-00014859-TXBN,52.965594,-2.697774
Independent User Bespoke Support Service (IUBSS),Domiciliary Support Service,,Kingsland House,39 Abbey Foregate,Shropshire,SY2 6BL,Shropshire,07903112791,cw@iubssltd.co.uk,0,INDEPENDENT USER HW - BESPOKE SUPPORT SERVICE LIMITED,1,10303593,1,Catherine Wantling,,English,2018-06-11,SIN-00008579-NYWH,52.708183,-2.742738
promoting independent care limited,Domiciliary Support Service,,Suite 238 Serendipy Labs 2nd Floor,The Aztec Centre Aztec West Almondsbury,Bristol,BS32 4TD,South Gloucestershire,01454 528329,hayley.davies@promotingindependentcare.com,0,Promoting Independent Care Ltd,1,12185047,1,Betrand NGWA,,English,2026-03-24,SIN-00016032-CHKX,51.542627,-2.572112
CCM Cardiff and Vale,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,1,Margaretha Sargent,,English,2023-03-27,SIN-00013388-HVYH,52.088274,-1.647506
CCM Cwm Taff Morgannwg,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,2,Margaretha Sargent,,English,2023-03-27,SIN-00013389-YVKQ,52.088274,-1.647506
CCM Gwent,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,3,Margaretha Sargent,,English,2023-03-27,SIN-00013390-RTHB,52.088274,-1.647506
CCM North Wales,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,4,Margaretha Sargent,,English,2023-03-27,SIN-00013391-RLHN,52.088274,-1.647506
CCM Powys,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,7,Margaretha Sargent,,English,2023-03-27,SIN-00013394-JCJL,52.088274,-1.647506
CCM West Glamorgan,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,5,Margaretha Sargent,,English,2023-03-27,SIN-00013392-TJVN,52.088274,-1.647506
CCM West Wales,Domiciliary Support Service,,Community Case Management Services Ltd,Unit 23 Blackwell Business Park,Shipston-on-stour,CV36 4PE,Stratford-on-Avon,01608 682522,registeredmanager@ccmservices.co.uk,0,Community Case Management Services Limited,7,06774087,6,Margaretha Sargent,,English,2023-03-27,SIN-00013393-KNTG,52.088274,-1.647506
MCS Central Wales,Domiciliary Support Service,,Fifth Floor,Chancery House,Sutton,SM1 1JB,Sutton,03337337000,newbusiness@mcshealthcare.co.uk,0,Medgen Community services Limited -  Trading as MCS Healthcare Limited,1,14737204,1,James Gordon,,,2025-08-07,SIN-00015638-HZTQ,51.362226,-0.193985
Accomplish Supported Living - Swansea.,Domiciliary Support Service,,Systems House,Garngoch Industrial Estate,Swansea,SA4 9WF,Swansea,02920 837470,info.recoverycare@accomplish-group.co.uk,0,Accomplish group ltd,45,02147328,44,Zoe Grainger,,English,2018-07-25,SIN-00008979-HRKY,51.66529,-4.015816
Ael-y-Bryn,Care Home Service,Adults Without Nursing,Ael Y Bryn,160 Llanllienwen Road Cwmrhydyceirw,Swansea,SA6 6LT,Swansea,01792773877,admin@ael-y-bryn.com,30,Ael-y-Bryn Ltd,1,09692983,1,Joanne Nolan,,English,2018-10-25,SIN-00009209-FGXQ,51.677743,-3.926472
Akalifamcare ltd,Domiciliary Support Service,,14-16,Princess House,Swansea,SA1 3LW,Swansea,07401345645,vimbai.akali@akalifamcare.com,0,Akalifamcare ltd,1,15675599,1,Vimbainashe Akali,,English,2025-05-21,SIN-00015410-RXCP,51.618697,-3.941289
Bauket & Sons Limited,Domiciliary Support Service,,HQ Princess Way 5th & 6th Floors,Princess House,Swansea,SA1 3LW,Swansea,07453727219,ongeybau@gmail.com,0,Bauket and Sons Limited,1,13830236,1,Victor Bauket,,English,2025-07-17,SIN-00015299-MFDK,51.618697,-3.941289
Campion Gardens Domiciliary Care Agency,Domiciliary Support Service,,Campion Gardens Village,Clyne Common,Swansea,SA3 3JB,Swansea,01792 235328,manager@campioncare.co.uk,0,Campion Gardens Limited,2,04281823,2,Alexandra Ramsey-Williams,,English,2018-08-20,SIN-00008872-RNGW,51.585395,-4.03123
Care&Co Ltd,Domiciliary Support Service,,Suites 5 & 6,Conway House Castle Court,Swansea,SA7 9LA,Swansea,07508764547,enquiries@careandco.uk,0,Care&Co Ltd,1,13276253,1,Nicholas Richards,,English,2023-12-11,SIN-00014062-HYWL,51.651497,-3.914183
Coleridge Homes Ltd TA Home Instead (Cwm Taff Morgannwg),Domiciliary Support Service,,Home Instead Senior Care,Kingsway Fforestfach,Swansea,SA5 4DL,Swansea,01792790890,clive.cremin@homeinstead.co.uk,0,Coleridge Homes Ltd,3,04839104,1,Clive Cremin,,,2019-04-12,SIN-00015844-MNGT,51.645471,-3.991013
Coleridge Homes Ltd TA Home Instead (West Wales),Domiciliary Support Service,,Home Instead Senior Care,Kingsway Fforestfach,Swansea,SA5 4DL,Swansea,01792790890,cmc191181@aol.com,0,Coleridge Homes Ltd,3,04839104,2,Clive Cremin,,,2019-04-12,SIN-00015817-SNYR,51.645471,-3.991013
Fairleigh House,Care Home Service,Adults Without Nursing,Fairleigh House,25-27,Swansea,SA2 0EU,Swansea,01792204169,info.manorleigh@gmail.com,20,Spring Meadows Care Limited,1,05368973,1,Mani Neelamegan,,English,2022-05-27,SIN-00012806-KWDQ,51.618222,-3.96873
James House,Care Home Service,Adults Without Nursing,Heathcliffe Social Club,93 Heathfield,Swansea,SA1 6EL,Swansea,07762193355,jay.bailey@arc-care.co.uk,11,Abertawe Residential Care Ltd,3,12377841,3,Jake Bailey,,English,2020-11-24,SIN-00016141-KPLW,51.621763,-3.952154
Kenfield House,Domiciliary Support Service,,8 Swansea Road,Waunarlwydd,Swansea,SA5 4TQ,Swansea,01792874708,lizholder@ntlworld.com,0,Kenfield Swansea Ltd,1,04972021,1,Patricia Holder,,English,2019-02-20,SIN-00010260-SHYM,51.638825,-4.011071
Kumra Care Powys,Domiciliary Support Service,,Suite 3,Conway House Castle Court,Swansea,SA7 9LA,Swansea,01792000357,support@kumracare.co.uk,0,SSDN HEALTH CARE LTD,2,15566752,2,Jatin Kumra,,English,2025-05-13,SIN-00015708-KRGX,51.651497,-3.914183
Libertatem Healthcare Group Limited,Domiciliary Support Service,,"Suite 10 Conwy Business Hub,","Castle Court, Phoenix Way,","Swansea,",SA7 9EQ,Swansea,07940732672,vickyjones@libertatemhealthcare.co.uk,0,Libertatem Healthcare Group Limited,6,10523191,3,Joanna Hollinghurst,,English,2022-12-20,SIN-00013250-SQJS,51.654654,-3.910253
Libertatem Healthcare Group Limited,Domiciliary Support Service,,"Suite 10 Conwy Business Hub,","Castle Court, Phoenix Way,","Swansea,",SA7 9EQ,Swansea,07940732672,vickyjones@libertatemhealthcare.co.uk,0,Libertatem Healthcare Group Limited,6,10523191,6,Joanna Hollinghurst,,English,2022-12-20,SIN-00013252-BQMX,51.654654,-3.910253
Live Well Healthcare Limited,Domiciliary Support Service,,Regus Business Centres,Princess House,Swansea,SA1 3LW,Swansea,01792732078,info@livewell-healthcare.co.uk,0,Live Well Healthcare Limited,2,13522234,2,Sibusisiwe Lovis,,English,2022-04-01,SIN-00013274-DQBH,51.618697,-3.941289
Live Well Healthcare Limited,Domiciliary Support Service,,Regus Business Centres,Princess House,Swansea,SA1 3LW,Swansea,01792732078,info@livewell-healthcare.co.uk,0,Live Well Healthcare Limited,2,13522234,1,Sibusisiwe Lovis,,English,2022-04-01,SIN-00012946-WHYP,51.618697,-3.941289
Llewelyn Support Services Ltd,Domiciliary Support Service,,Allied & Nationwide Development Ltd,146-147,Swansea,SA1 4DE,Swansea,08001560017,manager@llewelynsupport.org,0,Llewelyn Support Services Ltd,2,15014941,1,Phillip Mpukusa,,English,2024-02-02,SIN-00014290-DMCX,51.617497,-3.955062
Llys Gwyn House Limited,Care Home Service,Adults Without Nursing,Llysgwyn House Residential Home,21 Caecerrig Road Pontarddulais,Swansea,SA4 8PE,Swansea,01792882353,llysgwyn1@btconnect.com,34,Llysgwyn House Limited,1,08657246,1,Stuart Samuel,,English,2018-08-21,SIN-00009414-DNBW,51.715913,-4.032299
London House,Care Home Service,Adults Without Nursing,Aston Care Ltd,1-2 Cadle Mill Cottages,Swansea,SA5 4PA,Swansea,01792580566,londonhouse@astoncarehomes.co.uk,19,Aston Care Ltd,3,05742729,3,Martin Clayton,,,2018-11-06,SIN-00009408-WBLV,51.656583,-3.991168
Lyndell House Limited,Care Home Service,Adults With Nursing,Lyndell House Private Nursing Home,38-40,Swansea,SA1 4QL,Swansea,01792472131,leonsingh@lyndellhouse.com,23,LYNDELL HOUSE LIMITED,1,05039819,1,Leon Singh,,English,2019-05-09,SIN-00009425-KVPD,51.61692,-3.96486
